id,trial,label,FC,TC,response,RT
115,0,baseline_null,0,0.1,0,99
115,1,baseline,0,0.1,1,0.7416222869999842
115,2,baseline,0,0.07943282347242815,1,0.49989019999998163
115,3,baseline,0,0.06309573444801932,1,0.7039751460000048
115,4,baseline,0,0.05011872336272722,1,0.7661964130000456
115,5,baseline,0,0.03981071705534971,1,0.42132506100000455
115,6,baseline,0,0.031622776601683784,1,0.38539484899996523
115,7,baseline,0,0.02511886431509579,1,0.46389534299999013
115,8,baseline,0,0.01995262314968879,1,0.6389709960000118
115,9,baseline,0,0.015848931924611127,0,0.7798774190000017
115,10,baseline_null,0,0.01995262314968879,0,0.5711734899999783
115,11,baseline_null,0,0.01995262314968879,0,0.48199134300000424
115,12,baseline,0,0.01995262314968879,1,0.5118570799999702
115,13,baseline,0,0.015848931924611127,0,0.5111683540000058
115,14,baseline,0,0.01995262314968879,1,0.43033316399998967
115,15,baseline,0,0.015848931924611127,0,0.4456654580000077
115,16,baseline,0,0.01995262314968879,0,0.3571598770000719
115,17,baseline_null,0,0.025118864315095794,1,0.6654417170000215
115,18,baseline,0,0.025118864315095794,0,0.29650989399999617
115,19,baseline,0,0.031622776601683784,1,0.5355011059999697
115,20,baseline,0,0.02511886431509579,1,0.4595349339999757
115,21,baseline,0,0.01995262314968879,0,0.3546173519999911
115,22,baseline,0,0.025118864315095794,0,0.3747918439999012
115,23,baseline,0,0.031622776601683784,1,0.48471144000006916
115,24,baseline,0,0.02511886431509579,1,0.41974553099998957
115,25,baseline_null,0,0.01995262314968879,0,0.3855848450000394
115,26,baseline,0,0.01995262314968879,0,0.423929418000057
115,27,baseline,0,0.025118864315095794,0,0.471230035000076
115,28,baseline,0,0.031622776601683784,0,0.46919739500003743
115,29,baseline,0,0.03981071705534971,1,0.3961595389999957
115,30,baseline,0,0.031622776601683784,1,0.49218622300008974
115,31,baseline,0,0.02511886431509579,1,0.37116481999998996
115,32,baseline_null,0,0.01995262314968879,0,0.30670546500005
115,33,baseline,0,0.01995262314968879,0,0.4949751809999725
115,34,baseline,0,0.025118864315095794,0,0.5581669659999307
115,35,baseline,0,0.031622776601683784,1,0.39653985099994316
115,36,baseline,0,0.02511886431509579,1,0.5365420709999853
115,37,baseline,0,0.01995262314968879,0,0.5838209679999409
115,38,baseline,0,0.025118864315095794,1,0.5098822510000218
115,39,baseline,0,0.01995262314968879,0,0.3536052890000292
115,40,baseline_null,0,0.025118864315095794,0,0.5126411280000411
115,41,baseline_null,0,0.025118864315095794,0,0.49466706200007593
115,42,baseline,0,0.025118864315095794,0,0.5172833960000389
115,43,baseline,0,0.031622776601683784,0,0.7475674170000275
115,44,baseline,0,0.03981071705534971,1,0.5545878080000648
115,45,baseline,0,0.031622776601683784,1,0.3447036969999999
115,46,baseline,0,0.02511886431509579,1,0.3199408460000086
115,47,baseline,0,0.01995262314968879,1,0.35103194299995266
115,48,baseline,0,0.015848931924611127,0,0.48657419799997115
115,49,baseline,0,0.01995262314968879,0,0.654003077000084
115,50,baseline_null,0,0.025118864315095794,0,0.8505447050000612
115,51,baseline,0,0.025118864315095794,0,0.7935881099999733
115,52,baseline,0,0.031622776601683784,1,0.5972319500000367
115,53,baseline,0,0.02511886431509579,1,0.5398267829999668
115,54,baseline,0,0.01995262314968879,0,0.7150359080000044
115,55,baseline,0,0.025118864315095794,0,0.8462061180000546
115,56,baseline,0,0.031622776601683784,1,0.5411716669999578
115,57,baseline,0,0.02511886431509579,0,0.8833057780000217
115,58,baseline,0,0.031622776601683784,1,0.5304135790000828
115,59,baseline_null,0,0.02511886431509579,0,0.5842118509999636
115,60,baseline,0,0.02511886431509579,0,0.46325553899998795
115,61,baseline,0,0.031622776601683784,1,0.5104313070000899
115,62,baseline,0,0.02511886431509579,1,0.8286035039999433
115,63,baseline,0,0.01995262314968879,0,0.5238250930000277
115,64,baseline,0,0.025118864315095794,1,0.6273826919999692
115,65,baseline,0,0.01995262314968879,0,0.7305631720000747
115,66,baseline,0,0.025118864315095794,0,0.7511309120000078
115,67,baseline,0,0.031622776601683784,1,0.38955342400004156
115,68,baseline,0,0.02511886431509579,1,0.2930053189999171
115,69,baseline,0,0.01995262314968879,1,0.30421204399999624
115,70,baseline,0,0.015848931924611127,0,0.23959067600003436
115,71,baseline,0,0.01995262314968879,0,0.3955064090000633
115,72,baseline,0,0.025118864315095794,0,0.3616258370000196
115,73,baseline,0,0.031622776601683784,1,0.47237871599998016
115,74,baseline,0,0.02511886431509579,1,0.4545019099999763
115,75,baseline,0,0.01995262314968879,0,0.6053754179999942
115,76,baseline,0,0.025118864315095794,1,1.0042048420000356
115,77,baseline,0,0.01995262314968879,0,0.8585499539999546
115,78,baseline,0,0.025118864315095794,0,0.5613339329999008
115,79,baseline,0,0.031622776601683784,1,0.5196766660000094
115,80,baseline_null,0,0.02511886431509579,0,0.3832319140000209
115,81,baseline,0,0.02511886431509579,0,0.3671598119999544
115,82,baseline_null,0,0.031622776601683784,0,0.550381496
115,83,baseline,0,0.031622776601683784,1,0.5059306089999609
115,84,baseline,0,0.02511886431509579,0,0.5051087040000084
115,85,baseline,0,0.031622776601683784,1,0.5724091309999721
115,86,baseline,0,0.02511886431509579,1,0.6112304999999196
115,87,baseline,0,0.01995262314968879,0,0.43431783500000165
115,88,baseline,0,0.025118864315095794,0,0.5742988370000148
115,89,baseline_null,0,0.031622776601683784,0,0.5890161109999781
115,90,baseline,0,0.031622776601683784,0,1.0669923439999138
115,91,baseline,0,0.03981071705534971,1,0.7704761899999539
115,92,baseline,0,0.031622776601683784,1,0.3525904650000484
115,93,baseline,0,0.02511886431509579,0,0.3276584029999867
115,94,baseline,0,0.031622776601683784,1,0.6705047200000536
115,95,baseline,0,0.02511886431509579,0,0.8760585380000521
115,96,baseline,0,0.031622776601683784,0,0.9633000750000065
115,97,baseline,0,0.03981071705534971,1,0.47476851800001896
115,98,baseline,0,0.031622776601683784,1,0.29912463599998773
115,99,baseline,0,0.02511886431509579,1,0.7186824020000131
115,100,baseline,0,0.01995262314968879,0,1.0136077989999421
115,101,baseline,0,0.025118864315095794,0,99
115,102,baseline,0,0.031622776601683784,1,0.991349631999924
115,103,baseline,0,0.02511886431509579,0,99
115,104,baseline,0,0.031622776601683784,1,0.3293343079999431
115,105,baseline,0,0.02511886431509579,0,0.5998582150000402
115,106,baseline,0,0.031622776601683784,1,0.6465095089999977
115,107,baseline,0,0.02511886431509579,0,99
115,108,baseline,0,0.031622776601683784,1,0.571022843000037
115,109,baseline,0,0.02511886431509579,0,0.4820891159999974
115,110,baseline,0,0.031622776601683784,1,0.4401561759999595
115,111,baseline,0,0.02511886431509579,0,0.6235214939999878
115,112,baseline,0,0.031622776601683784,1,0.6380517220000002
115,113,baseline_null,0,0.02511886431509579,0,1.0135665160000826
115,114,baseline,0,0.02511886431509579,0,99
115,115,baseline,0,0.031622776601683784,0,99
115,116,baseline,0,0.03981071705534971,1,0.4626289990000032
115,117,baseline,0,0.031622776601683784,1,0.4054854350000596
115,118,baseline,0,0.02511886431509579,0,0.6254297069999666
115,119,baseline,0,0.031622776601683784,0,0.727415552000025
