id,trial,label,FC,TC,response,RT
102,0,baseline_null,0,0.1,0,99
102,1,baseline,0,0.1,1,0.43034684600024775
102,2,baseline,0,0.07943282347242815,1,0.5322993839999981
102,3,baseline,0,0.06309573444801932,1,0.3555462559997977
102,4,baseline_null,0,0.05011872336272722,0,99
102,5,baseline,0,0.05011872336272722,1,0.5654592040000352
102,6,baseline,0,0.03981071705534971,1,0.6197729779996735
102,7,baseline,0,0.031622776601683784,1,0.5779802650004058
102,8,baseline_null,0,0.02511886431509579,0,0.43260305799958587
102,9,baseline,0,0.02511886431509579,0,0.39954993599985755
102,10,baseline,0,0.031622776601683784,1,0.3744121660001838
102,11,baseline,0,0.02511886431509579,1,1.14820811699974
102,12,baseline,0,0.01995262314968879,1,0.7161354210002173
102,13,baseline,0,0.015848931924611127,1,0.9792722520005555
102,14,baseline,0,0.012589254117941666,0,1.1387659160000112
102,15,baseline,0,0.015848931924611127,1,0.6469836589994884
102,16,baseline_null,0,0.012589254117941666,0,0.9424750280004446
102,17,baseline,0,0.012589254117941666,0,0.7323666539996339
102,18,baseline_null,0,0.015848931924611127,0,0.648789427000338
102,19,baseline,0,0.015848931924611127,1,0.566813734999414
102,20,baseline,0,0.012589254117941666,0,0.5716888229999313
102,21,baseline_null,0,0.015848931924611127,1,0.49753192200023477
102,22,baseline,0,0.015848931924611127,1,0.6320577850001428
102,23,baseline,0,0.012589254117941666,0,0.558367941999677
102,24,baseline,0,0.015848931924611127,1,0.7496059219993185
102,25,baseline,0,0.012589254117941666,0,0.8518842540006517
102,26,baseline,0,0.015848931924611127,1,0.6909896699999081
102,27,baseline,0,0.012589254117941666,0,0.872814109000501
102,28,baseline,0,0.015848931924611127,1,0.8003155070000503
102,29,baseline,0,0.012589254117941666,0,1.0078523180000047
102,30,baseline,0,0.015848931924611127,1,0.9669696149994707
102,31,baseline,0,0.012589254117941666,1,0.9821251510002185
102,32,baseline,0,0.009999999999999995,1,1.1785195160000512
102,33,baseline,0,0.00794328234724281,1,0.7772882879999088
102,34,baseline,0,0.0063095734448019285,1,1.0525721390004037
102,35,baseline,0,0.005011872336272719,0,0.803593962999912
102,36,baseline,0,0.0063095734448019285,0,0.8178124119995118
102,37,baseline,0,0.00794328234724281,1,0.8541473459999906
102,38,baseline,0,0.0063095734448019285,1,0.9243884210000033
102,39,baseline_null,0,0.005011872336272719,0,0.7075184730001638
102,40,baseline,0,0.005011872336272719,0,0.8899121549993652
102,41,baseline,0,0.0063095734448019285,0,0.8882946079993417
102,42,baseline,0,0.00794328234724281,0,0.7112584529995729
102,43,baseline,0,0.009999999999999995,0,99
102,44,baseline,0,0.012589254117941666,0,0.48410696199971426
102,45,baseline,0,0.015848931924611127,0,0.6039643760004765
102,46,baseline,0,0.01995262314968879,0,0.506372134999765
102,47,baseline,0,0.025118864315095794,1,0.5460236889994121
102,48,baseline,0,0.01995262314968879,1,0.5503646219995062
102,49,baseline_null,0,0.015848931924611127,0,0.7163673499999277
102,50,baseline,0,0.015848931924611127,1,0.6113295080003809
102,51,baseline_null,0,0.012589254117941666,0,0.6472803790002217
102,52,baseline,0,0.012589254117941666,0,0.525706106999678
102,53,baseline,0,0.015848931924611127,1,0.6099207889992613
102,54,baseline,0,0.012589254117941666,0,0.6402849739997691
102,55,baseline,0,0.015848931924611127,1,0.6231806329997198
102,56,baseline,0,0.012589254117941666,1,0.7742671309997604
102,57,baseline,0,0.009999999999999995,0,0.5171083819996056
102,58,baseline,0,0.012589254117941666,0,0.5633994370000437
102,59,baseline,0,0.015848931924611127,1,0.5455057240005772
102,60,baseline,0,0.012589254117941666,0,0.6728981919995931
102,61,baseline,0,0.015848931924611127,0,0.5195571829999608
102,62,baseline_null,0,0.01995262314968879,0,0.47893526299958467
102,63,baseline,0,0.01995262314968879,1,0.5262548919999972
102,64,baseline,0,0.015848931924611127,0,0.5705226489999404
102,65,baseline,0,0.01995262314968879,0,0.5296461540001474
102,66,baseline,0,0.025118864315095794,1,0.5200923030006379
102,67,baseline,0,0.01995262314968879,1,0.5240722589996949
102,68,baseline,0,0.015848931924611127,0,0.714007056999435
102,69,baseline,0,0.01995262314968879,0,0.7288543599997865
102,70,baseline_null,0,0.025118864315095794,0,0.7895891280004435
102,71,baseline,0,0.025118864315095794,1,0.5158690589996695
102,72,baseline,0,0.01995262314968879,0,0.3710481800007983
102,73,baseline,0,0.025118864315095794,1,0.42519734800043807
102,74,baseline,0,0.01995262314968879,1,0.5043970989991067
102,75,baseline,0,0.015848931924611127,1,0.502738958000009
102,76,baseline,0,0.012589254117941666,0,0.3418056489999799
102,77,baseline,0,0.015848931924611127,1,0.5162218080004095
102,78,baseline,0,0.012589254117941666,0,0.6269397509995542
102,79,baseline,0,0.015848931924611127,1,0.5784386539999105
102,80,baseline,0,0.012589254117941666,0,0.45060307500079944
102,81,baseline,0,0.015848931924611127,1,0.48578800999985106
102,82,baseline,0,0.012589254117941666,0,0.4681871639995734
102,83,baseline,0,0.015848931924611127,0,0.4164802380000765
102,84,baseline,0,0.01995262314968879,1,0.3828332729999602
102,85,baseline,0,0.015848931924611127,1,0.3898598480000146
102,86,baseline,0,0.012589254117941666,0,0.44971083600012207
102,87,baseline,0,0.015848931924611127,0,0.41610827700060327
102,88,baseline_null,0,0.01995262314968879,0,0.3913195799996174
102,89,baseline,0,0.01995262314968879,0,0.4464746869998635
102,90,baseline_null,0,0.025118864315095794,0,0.5083802899998773
102,91,baseline,0,0.025118864315095794,1,0.5634349190004286
102,92,baseline,0,0.01995262314968879,1,0.48175610300040717
102,93,baseline,0,0.015848931924611127,0,0.41616068899929815
102,94,baseline,0,0.01995262314968879,1,0.456092876999719
102,95,baseline,0,0.015848931924611127,1,0.5116869050007153
102,96,baseline,0,0.012589254117941666,0,0.6147262610002144
102,97,baseline,0,0.015848931924611127,1,0.7940507089997482
102,98,baseline,0,0.012589254117941666,0,0.6564969339997333
102,99,baseline,0,0.015848931924611127,1,0.5757517639995058
102,100,baseline,0,0.012589254117941666,0,0.5711332279997805
102,101,baseline,0,0.015848931924611127,0,0.5062902930003474
102,102,baseline,0,0.01995262314968879,0,0.5426000479992581
102,103,baseline,0,0.025118864315095794,1,0.4528947300004802
102,104,baseline,0,0.01995262314968879,0,0.5481396049999603
102,105,baseline,0,0.025118864315095794,1,0.515163692999522
102,106,baseline,0,0.01995262314968879,0,0.48921627400068246
102,107,baseline,0,0.025118864315095794,0,0.4635172609996516
102,108,baseline,0,0.031622776601683784,0,99
102,109,baseline,0,0.03981071705534971,1,0.4290945590000774
102,110,baseline,0,0.031622776601683784,1,0.4115951980002137
102,111,baseline,0,0.02511886431509579,1,0.6099009780000415
102,112,baseline,0,0.01995262314968879,0,0.6177639269999418
102,113,baseline,0,0.025118864315095794,1,0.6138746130000072
102,114,baseline,0,0.01995262314968879,1,0.3812416979999398
102,115,baseline,0,0.015848931924611127,0,0.5628698289992826
102,116,baseline,0,0.01995262314968879,1,0.4791104260002612
102,117,baseline,0,0.015848931924611127,1,0.7018770580007185
102,118,baseline,0,0.012589254117941666,0,0.5002366119997532
102,119,baseline,0,0.015848931924611127,1,0.5374135639995075
102,120,baseline,0,0.012589254117941666,0,0.6243519460003881
102,121,baseline,0,0.015848931924611127,0,0.4623008829994433
102,122,baseline,0,0.01995262314968879,1,0.3656645330001993
102,123,baseline,0,0.015848931924611127,0,0.3798741439995865
102,124,baseline,0,0.01995262314968879,1,0.4023923360000481
102,125,baseline,0,0.015848931924611127,0,0.43366592199981824
102,126,baseline,0,0.01995262314968879,0,0.30413667900029395
102,127,baseline,0,0.025118864315095794,1,0.4865174630003821
102,128,baseline_null,0,0.01995262314968879,0,0.3741273670002556
102,129,baseline,0,0.01995262314968879,0,0.5886079290003181
102,130,baseline,0,0.025118864315095794,1,0.5127752339994913
102,131,baseline_null,0,0.01995262314968879,0,0.4719539879997683
102,132,baseline,0,0.01995262314968879,1,0.4620760150000933
102,133,baseline,0,0.015848931924611127,0,0.44265938900025503
102,134,baseline,0,0.01995262314968879,0,0.4649002209998798
102,135,baseline,0,0.025118864315095794,1,0.5977412550000736
102,136,baseline_null,0,0.01995262314968879,0,0.3402144399997269
102,137,baseline,0,0.01995262314968879,0,0.363737902000139
102,138,baseline,0,0.025118864315095794,1,0.4978531339993424
102,139,baseline,0,0.01995262314968879,0,0.35210901299979014
102,140,baseline,0,0.025118864315095794,0,0.47165655000026163
102,141,baseline,0,0.031622776601683784,1,0.574185459000546
102,142,baseline,0,0.02511886431509579,0,0.39933878100055153
102,143,baseline,0,0.031622776601683784,1,0.379415839000103
102,144,baseline,0,0.02511886431509579,1,0.3712019919994418
102,145,baseline,0,0.01995262314968879,0,0.41860109200024453
102,146,baseline,0,0.025118864315095794,0,0.6950792889992954
102,147,baseline,0,0.031622776601683784,1,0.45320867899954465
102,148,baseline,0,0.02511886431509579,1,0.6683124979999775
102,149,baseline,0,0.01995262314968879,0,0.41547828300008405
