id,trial,label,FC,TC,response,RT
109,0,baseline,0,0.1,1,0.3170930199994473
109,1,baseline,0,0.07943282347242815,1,0.340492750001431
109,2,baseline,0,0.06309573444801932,1,0.37203823100571753
109,3,baseline,0,0.05011872336272722,1,0.38362405100633623
109,4,baseline,0,0.03981071705534971,1,0.3905494029968395
109,5,baseline,0,0.031622776601683784,1,0.3890426080033649
109,6,baseline,0,0.02511886431509579,0,0.5453550409947638
109,7,baseline,0,0.031622776601683784,1,0.37500795099913375
109,8,baseline,0,0.02511886431509579,1,0.3800121729946113
109,9,baseline,0,0.01995262314968879,1,0.5776332620007452
109,10,baseline_null,0,0.015848931924611127,0,0.5525308360010968
109,11,baseline_null,0,0.015848931924611127,0,0.5518655490013771
109,12,baseline,0,0.015848931924611127,0,0.39018281400058186
109,13,baseline,0,0.01995262314968879,0,0.3092173249970074
109,14,baseline,0,0.025118864315095794,0,0.25125080499856267
109,15,baseline,0,0.031622776601683784,1,0.38594724600261543
109,16,baseline,0,0.02511886431509579,1,0.3370650340002612
109,17,baseline,0,0.01995262314968879,1,0.3766925070012803
109,18,baseline_null,0,0.015848931924611127,0,0.4310452389981947
109,19,baseline,0,0.015848931924611127,1,0.45921687899681274
109,20,baseline,0,0.012589254117941666,0,0.6021538870045333
109,21,baseline,0,0.015848931924611127,1,0.456250896997517
109,22,baseline,0,0.012589254117941666,0,0.556106666001142
109,23,baseline,0,0.015848931924611127,0,0.5312384509961703
109,24,baseline,0,0.01995262314968879,0,0.521662530998583
109,25,baseline,0,0.025118864315095794,0,0.47766950799996266
109,26,baseline,0,0.031622776601683784,1,0.40531184900464723
109,27,baseline,0,0.02511886431509579,1,0.4196371119978721
109,28,baseline,0,0.01995262314968879,1,0.5145883549994323
109,29,baseline,0,0.015848931924611127,1,0.41648904199973913
109,30,baseline,0,0.012589254117941666,0,0.4637213059977512
109,31,baseline,0,0.015848931924611127,0,0.6058603970013792
109,32,baseline,0,0.01995262314968879,0,0.47747805299877655
109,33,baseline,0,0.025118864315095794,1,0.39586562500335276
109,34,baseline,0,0.01995262314968879,1,0.49159202300506877
